gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
AC004702.2	chr17	0	0	0	0
AC004704.1	chr4	0	0	0	0
AC004704.2	chr4	2	0	0	0
AC004775.5	chr5	0	0	1	0
AC004800.1	chr7	0	2	0	0
AC004837.3	chr7	5	0	0	0
AC004837.4	chr7	5	0	0	0
AC004837.5	chr7	2	1	13	0
AC004854.5	chr7	0	0	0	0
AC004862.6	chr7	0	0	0	0
AC004866.1	chr7	0	0	0	0
AC004866.3	chr7	0	0	0	0
AC004869.2	chr7	0	0	0	0
AC004869.3	chr7	0	0	0	0
AC004870.3	chr7	0	0	0	0
AC004870.4	chr7	0	0	0	0
AC004870.5	chr7	0	0	0	0
AC004878.2	chr7	0	0	0	0
AC004878.8	chr7	0	0	0	0
AC004895.4	chr7	2	1	0	0
AC004899.3	chr7	0	0	0	0
AC004901.1	chr7	0	0	0	0
AC004911.2	chr7	0	0	0	0
AC004920.2	chr7	0	0	0	0
AC004920.3	chr7	0	3	0	0
AC004938.5	chr7	0	0	0	0
AC004941.3	chr7	0	0	0	0
AC004941.5	chr7	0	0	0	0
AC004945.1	chr7	0	0	0	0
AC004947.2	chr7	8	0	4	0
AC004951.5	chr7	59	67	255	0
AC004951.6	chr7	1	17	31	0
AC004967.7	chr7	1	0	62	0
AC004980.10	chr7	0	0	36	0
AC004980.7	chr7	0	0	273	0
AC004980.8	chr7	0	0	0	0
AC004980.9	chr7	0	0	82	0
AC004985.12	chr7	59	111	99	0
AC004987.10	chr7	0	0	0	0
AC005008.2	chr7	0	0	0	0
AC005008.3	chr7	0	0	0	0
AC005009.1	chr7	3	0	0	0
AC005013.5	chr7	4	2	5	0
AC005014.5	chr7	5	7	0	0
AC005019.2	chr7	0	0	0	0
AC005019.3	chr7	0	0	0	0
AC005034.2	chr2	0	0	0	0
AC005037.3	chr2	11	15	11	0
AC005040.3	chr2	0	0	0	0
AC005041.11	chr2	0	0	0	0
AC005042.3	chr2	0	0	0	0
AC005042.5	chr2	0	0	0	0
AC005062.2	chr7	3	0	7	0
AC005076.5	chr7	8	19	23	0
AC005077.14	chr7	1	11	2	3
AC005077.5	chr7	0	0	0	0
AC005077.7	chr7	0	1	2	0
AC005077.8	chr7	0	0	0	0
AC005082.12	chr7	8	120	93	0
AC005083.1	chr7	17	13	7	0
AC005094.2	chr7	0	0	0	0
AC005102.1	chr7	0	0	0	0
AC005104.3	chr2	17	13	34	0
AC005105.2	chr7	0	0	0	0
AC005150.1	chr4	0	0	0	0
AC005154.7	chr7	36	103	35	0
AC005154.8	chr7	1	0	0	0
AC005160.3	chr7	0	0	0	0
AC005162.5	chr7	0	1	0	0
AC005176.1	chr19	0	0	0	0
AC005176.2	chr19	0	1	0	0
AC005178.1	chr5	0	0	0	0
AC005189.6	chr7	0	0	0	0
AC005197.2	chr19	13	12	3	0
AC005229.7	chr7	0	0	0	0
AC005237.2	chr2	0	0	0	0
AC005253.2	chr19	166	143	417	1
AC005253.4	chr19	170	136	72	0
AC005255.3	chr19	0	1	29	0
AC005256.1	chr19	0	0	0	0
AC005262.2	chr19	18	22	4	0
AC005262.3	chr19	8	2	142	0
AC005262.4	chr19	0	0	0	0
AC005276.1	chr7	0	0	2	0
AC005281.1	chr7	2	2	0	0
AC005281.2	chr7	1	4	2	0
AC005301.10	chr22	0	0	0	0
AC005301.9	chr22	0	0	16	0
AC005304.1	chr17	0	0	0	0
AC005306.3	chr19	144	135	7	0
AC005307.1	chr19	1	0	0	0
AC005307.3	chr19	0	0	0	0
AC005307.4	chr19	0	0	0	0
AC005307.5	chr19	0	0	0	0
AC005324.7	chr17	0	0	0	0
AC005324.8	chr17	215	185	995	0
AC005329.7	chr19	402	497	187	0
AC005330.2	chr19	0	0	0	0
AC005336.4	chr19	0	0	0	0
AC005336.5	chr19	0	0	1	0
AC005339.2	chr19	15	4	13	0
AC005351.1	chr5	0	0	0	0
AC005355.1	chr5	0	0	0	0
AC005355.3	chr5	1	0	1	0
AC005357.1	chr19	0	0	0	0
AC005363.11	chr16	1	1	0	0
AC005363.9	chr16	89	238	16	0
AC005387.2	chr19	2	0	7	0
AC005387.3	chr19	2	2	5	0
AC005391.2	chr19	0	0	1	0
AC005392.13	chr19	0	0	0	0
AC005394.1	chr19	0	0	0	0
AC005481.5	chr7	1	1	0	0
AC005487.2	chr7	0	1	0	0
AC005488.11	chr7	0	0	0	0
AC005498.4	chr19	2	1	0	0
AC005514.2	chr19	0	0	0	0
AC005518.2	chr7	0	0	0	0
AC005519.4	chr14	187	99	123	0
AC005522.7	chr7	0	0	0	0
AC005523.2	chr19	943	686	617	0
AC005523.3	chr19	0	0	1	0
AC005532.5	chr7	48	3	20	0
AC005534.6	chr7	0	3	1	0
AC005537.2	chr7	8	72	41	0
AC005538.3	chr2	35	38	283	0
AC005538.5	chr2	0	0	0	0
AC005540.3	chr2	22	18	174	0
AC005546.2	chr19	3	1	0	0
AC005550.3	chr7	0	0	0	0
AC005550.5	chr7	0	1	1	0
AC005559.3	chr19	0	1	0	0
AC005562.1	chr17	158	29	178	0
AC005578.3	chr19	4	1	4	0
AC005588.2	chr7	0	0	0	0
AC005592.3	chr5	5	1	3	0
AC005592.4	chr5	0	0	0	0
AC005593.2	chr5	1	1	0	0
AC005597.1	chr19	0	0	1	0
AC005599.3	chr4	0	0	0	0
AC005606.14	chr16	244	467	530	0
AC005606.15	chr16	55	54	97	0
AC005609.16	chr5	36	44	91	0
AC005609.17	chr5	2	0	1	0
AC005609.18	chr5	57	66	80	0
AC005609.19	chr5	4	3	0	0
AC005609.2	chr5	0	0	0	0
AC005609.20	chr5	16	9	1	0
AC005613.1	chr5	0	0	1	0
AC005614.3	chr19	1	4	0	0
AC005614.5	chr19	9	17	19	0
AC005616.1	chr19	0	0	0	0
AC005616.2	chr19	0	0	0	0
AC005618.10	chr5	13	7	25	0
AC005618.6	chr5	31	22	9	0
AC005618.8	chr5	1	0	0	0
AC005618.9	chr5	0	2	0	0
AC005625.1	chr19	11	4	3	0
AC005626.3	chr19	0	0	0	0
AC005682.6	chr7	2	0	1	0
AC005703.2	chr17	0	0	0	0
AC005722.4	chr17	0	0	0	0
AC005730.2	chr17	0	0	0	0
AC005740.3	chr5	0	0	0	0
AC005740.4	chr5	0	0	0	0
AC005740.5	chr5	2	1	0	0
AC005740.6	chr5	5	3	8	0
AC005740.7	chr5	2	0	0	0
AC005741.2	chr5	0	0	0	0
AC005752.10	chr5	0	0	0	0
AC005753.1	chr5	1	0	0	0
AC005753.3	chr5	0	0	3	0
AC005754.7	chr5	3	4	83	0
AC005754.8	chr5	36	31	23	0
AC005757.6	chr19	0	0	0	0
AC005758.1	chr19	0	0	0	0
AC005772.2	chr17	0	0	0	0
AC005776.1	chr19	4	1	0	0
AC005777.3	chr19	0	0	0	0
AC005780.1	chr19	0	0	0	0
AC005785.2	chr19	315	309	623	0
AC005785.5	chr19	16	22	11	0
AC005786.3	chr19	0	0	0	0
AC005786.5	chr19	0	0	0	0
AC005786.6	chr19	0	0	1	0
AC005786.7	chr19	118	99	24	0
AC005787.5	chr19	0	0	0	0
AC005789.9	chr19	3	7	0	0
AC005792.1	chr19	0	0	0	0
AC005794.1	chr19	0	0	0	0
AC005795.1	chr19	0	0	0	0
AC005796.2	chr19	0	0	0	0
AC005838.2	chr17	0	0	3	0
AC005863.1	chr17	27	3	15	0
AC005915.1	chr5	0	0	0	0
AC005943.2	chr19	369	450	2346	0
AC005943.6	chr19	0	0	20	0
AC005944.2	chr19	118	82	10	0
AC005954.3	chr19	1	0	0	0
AC005954.4	chr19	5	7	6	0
AC006000.5	chr7	0	2	0	0
AC006003.3	chr7	0	0	0	0
AC006007.1	chr7	0	0	0	0
AC006014.7	chr7	1	3	435	0
AC006014.8	chr7	4	0	9	0
AC006019.3	chr7	1	0	6	0
AC006019.4	chr7	0	0	0	0
AC006022.4	chr7	0	0	0	0
AC006026.12	chr7	0	0	0	0
AC006026.13	chr7	0	0	0	0
AC006026.9	chr7	0	0	5	0
AC006028.11	chr7	0	0	0	0
AC006033.22	chr7	0	0	0	0
AC006037.2	chr2	0	0	0	0
AC006041.1	chr7	0	0	0	0
AC006042.6	chr7	2	3	3	0
AC006042.8	chr7	2	3	2	0
AC006050.2	chr17	0	0	0	0
AC006077.3	chr5	24	19	1	0
AC006077.4	chr5	0	0	0	0
AC006115.6	chr19	0	0	0	0
AC006115.7	chr19	4	28	25	0
AC006116.12	chr19	0	1	2	0
AC006116.13	chr19	0	0	1	0
AC006116.14	chr19	0	0	0	0
AC006116.15	chr19	2	2	0	0
AC006116.19	chr19	1	0	0	0
AC006116.21	chr19	2	0	0	0
AC006116.22	chr19	1	9	7	0
AC006116.28	chr19	68	60	18	0
AC006128.2	chr19	618	764	1657	0
AC006129.1	chr19	0	0	0	0
AC006129.2	chr19	0	0	0	0
AC006129.3	chr19	0	0	0	0
AC006130.3	chr19	0	0	9	0
AC006130.4	chr19	0	0	0	0
AC006130.5	chr19	12	1	11	0
AC006133.7	chr19	0	0	0	0
AC006150.1	chr7	0	0	0	0
AC006158.7	chrY	0	0	0	0
AC006158.9	chrY	0	0	0	0
AC006159.5	chr7	0	0	0	0
AC006160.5	chr4	5	0	4	0
AC006160.8	chr4	0	0	0	0
AC006195.2	chr7	0	1	0	0
AC006262.10	chr19	4	0	0	0
AC006262.11	chr19	15	0	0	0
AC006262.4	chr19	4	6	5	0
AC006262.6	chr19	47	1	323	0
AC006272.2	chr19	0	0	0	0
AC006273.4	chr19	0	0	0	0
AC006277.2	chr19	51	64	57	0
AC006277.3	chr19	29	24	1	0
AC006296.1	chr4	0	0	0	0
AC006296.2	chr4	0	0	0	0
AC006296.4	chr4	0	0	0	0
AC006326.3	chr7	0	0	0	0
AC006328.9	chrY	0	0	0	0
AC006335.10	chrY	0	0	0	0
AC006355.3	chr7	0	0	0	0
AC006366.3	chrY	0	0	0	0
AC006369.2	chr2	0	0	21	0
AC006369.3	chr2	0	0	0	0
AC006372.4	chr7	3	1	1	0
AC006372.5	chr7	1	0	0	0
AC006372.6	chr7	0	0	2	0
AC006373.1	chr7	0	0	1	0
AC006380.3	chr7	0	0	0	0
AC006390.4	chr4	0	0	0	0
AC006427.2	chr4	0	0	0	0
AC006427.4	chr4	0	0	0	0
AC006445.11	chr4	0	0	0	0
AC006445.7	chr4	2	0	0	0
AC006458.3	chr7	0	0	0	0
AC006460.2	chr2	64	38	66	0
AC006466.5	chr7	0	0	0	0
AC006482.1	chr7	0	0	0	0
AC006483.5	chr7	0	0	2	0
AC006486.10	chr19	6	13	9	0
AC006486.14	chr19	0	0	3	0
AC006486.9	chr19	113	133	836	0
AC006499.1	chr4	0	0	0	0
AC006499.2	chr4	0	0	0	0
AC006499.3	chr4	0	0	0	0
AC006499.4	chr4	0	0	0	0
AC006499.5	chr4	0	0	0	0
AC006499.6	chr4	0	0	0	0
AC006499.7	chr4	0	0	0	0
AC006499.9	chr4	0	0	0	0
AC006509.7	chr2	0	0	0	0
AC006538.1	chr19	15	29	0	0
AC006538.4	chr19	160	164	83	0
AC006538.8	chr19	0	0	1	0
AC006538.9	chr19	2	0	3	0
AC006539.2	chr19	2	2	0	0
AC006539.3	chr19	1	1	1	0
AC006539.6	chr19	0	0	0	0
AC006547.13	chr22	44	90	46	0
AC006547.15	chr22	53	59	210	0
AC006547.8	chr22	267	271	99	0
AC006548.19	chr22	0	0	0	0
AC006548.26	chr22	0	0	0	0
AC006548.29	chr22	0	0	0	0
AC006840.1	chr4	0	0	0	0
AC006942.4	chr19	32	26	32	0
AC006946.12	chr22	1	0	2	0
AC006946.16	chr22	1	0	0	0
AC006946.17	chr22	0	0	0	0
AC006947.1	chr17	0	0	0	0
AC006960.5	chr7	0	0	0	0
AC006960.7	chr7	0	0	0	0
AC006978.6	chr7	314	500	126	1
AC006989.2	chrY	0	0	0	0
AC006994.2	chr2	3	1	3	0
AC007000.10	chr7	2	1	0	0
AC007003.1	chr7	0	0	0	0
AC007009.1	chr7	2	2	0	0
AC007016.3	chr4	0	1	0	0
AC007036.4	chr7	0	1	0	0
AC007036.5	chr7	86	119	29	0
AC007036.6	chr7	0	0	0	0
AC007040.11	chr2	7	4	747	0
AC007040.6	chr2	0	0	0	0
AC007040.8	chr2	0	0	0	0
AC007050.17	chr22	1	0	3	0
AC007064.22	chr22	0	0	0	0
AC007064.24	chr22	0	0	1	0
AC007064.25	chr22	0	0	0	0
AC007064.29	chr22	0	0	0	0
AC007078.4	chr7	0	0	0	0
AC007091.1	chr7	1	0	0	0
AC007098.1	chr2	0	0	3	0
AC007099.2	chr2	0	0	0	0
AC007106.1	chr4	1	0	2	0
AC007106.2	chr4	0	0	0	0
AC007115.3	chr12	0	0	0	0
AC007126.1	chr4	0	0	0	0
AC007128.1	chr7	20	12	15	0
AC007131.2	chr2	0	0	1	0
AC007136.1	chr19	0	0	0	0
AC007161.5	chr7	0	0	0	0
AC007179.1	chr2	0	0	0	0
AC007182.6	chr14	66	81	131	0
AC007191.4	chr19	0	0	391	0
AC007192.4	chr19	957	974	3741	0
AC007193.10	chr19	103	135	11	0
AC007193.6	chr19	0	0	26	0
AC007193.8	chr19	1	0	3	0
AC007193.9	chr19	27	32	55	0
AC007204.3	chr19	0	0	0	0
AC007237.2	chr7	0	0	0	0
AC007238.1	chr2	5	0	6	1
AC007253.1	chr2	0	0	0	0
AC007255.8	chr7	21	16	18	0
AC007274.2	chrY	0	0	0	0
AC007274.5	chrY	0	0	0	0
AC007277.3	chr2	14	2	1	0
AC007278.2	chr2	0	0	0	0
AC007278.3	chr2	0	0	0	0
AC007283.5	chr2	25	13	6	0
AC007285.7	chr7	0	1	2	0
AC007292.3	chr19	104	110	273	2
